who,color,hierarchy,polity,degree,clustering-coeff,resources,innovation
77,135,10,(turtle 186),17,0.0220588235294117,-532146.0211730518,10
821,135,7,(turtle 186),13,0.0128205128205128,-33538.87205051757,14
235,135,9,(turtle 186),15,0.0,-630522.5816036209,10
129,135,10,(turtle 186),11,0.0,-692042.2966428036,10
66,135,7,(turtle 186),8,0.0,-362908.4515704975,9
119,135,8,(turtle 186),22,0.0,-511655.350843682,7
374,135,6,(turtle 186),9,0.0,-26415.55921361832,13
802,135,10,(turtle 186),18,0.0196078431372549,-354114.8646079758,14
324,135,1,(turtle 186),13,0.0128205128205128,-286771.8334050342,9
716,135,9,(turtle 186),13,0.0128205128205128,-296228.3929954664,12
292,135,7,(turtle 186),10,0.0,-75572.04167349992,11
709,135,9,(turtle 186),23,0.0197628458498023,-324084.10910216795,6
339,135,8,(turtle 186),12,0.0,-27703.147016599178,14
82,135,11,(turtle 186),14,0.0219780219780219,-1062624.0442455602,10
206,135,5,(turtle 186),13,0.0256410256410256,8.410480044121055,18
419,135,5,(turtle 186),7,0.0,-122048.82766655704,12
889,135,10,(turtle 186),17,0.0220588235294117,-626788.7828543162,7
230,135,3,(turtle 186),7,0.0476190476190476,-1020356.7600501484,11
719,135,2,(turtle 186),6,0.0,-330476.5636372438,15
979,135,9,(turtle 186),17,0.0147058823529411,-839468.9531511692,10
2,135,1,(turtle 186),23,0.0158102766798418,-3236499.2998020267,8
130,135,9,(turtle 186),17,0.0,-290507.8790816297,8
980,135,10,(turtle 186),19,0.0175438596491228,-551230.0707775003,12
202,135,6,(turtle 186),9,0.0277777777777777,-92273.15684007072,13
370,135,8,(turtle 186),11,0.0181818181818181,-200580.37925544183,12
497,135,4,(turtle 186),14,0.0109890109890109,-562159.7637932156,9
416,135,6,(turtle 186),10,0.0,-538872.2454937233,8
771,135,7,(turtle 186),21,0.0142857142857142,-131034.16711683144,11
926,135,11,(turtle 186),18,0.0196078431372549,-19460699.552288987,7
270,135,11,(turtle 186),21,0.0,-215270.53975535737,10
55,135,8,(turtle 186),18,0.0065359477124183,-290429.10906106466,8
613,135,6,(turtle 186),13,0.0641025641025641,-2170.6973372349967,15
708,135,6,(turtle 186),8,0.0,-421730.61319945793,10
847,135,8,(turtle 186),11,0.0363636363636363,-202731.27090633905,18
530,135,10,(turtle 186),20,0.0157894736842105,-1039475.8624771226,8
931,135,4,(turtle 186),6,0.0,8.550206735654761,18
222,135,9,(turtle 186),16,0.0083333333333333,-211157.18955858957,15
960,135,9,(turtle 186),11,0.0,-323972.58012984146,8
284,135,9,(turtle 186),14,0.0329670329670329,-88136.34491600285,9
647,135,2,(turtle 186),17,0.0073529411764705,-521162.88561213546,9
183,135,6,(turtle 186),8,0.0,-87662.79227554897,12
834,135,4,(turtle 186),8,0.0,-297218.27893260244,7
185,135,8,(turtle 186),19,0.0058479532163742,-97037.6135817666,7
760,135,9,(turtle 186),13,0.0,-252104.6342595284,7
99,135,8,(turtle 186),15,0.019047619047619,-32869.73131065559,15
149,135,11,(turtle 186),17,0.0073529411764705,-530007.1921188844,8
920,135,11,(turtle 186),14,0.0329670329670329,-295995.3993145389,11
738,135,12,(turtle 186),24,0.0,-2232768.1828034343,7
136,135,5,(turtle 186),11,0.0,-62198.06534505594,10
281,135,6,(turtle 186),9,0.0,-141301.33363156594,18
615,135,4,(turtle 186),20,0.0052631578947368,3.532333831323049,14
873,135,10,(turtle 186),14,0.0329670329670329,-297389.2524360316,11
400,135,13,(turtle 186),18,0.0130718954248366,-2274914.074934829,7
627,135,8,(turtle 186),10,0.0,-11269.029048869255,19
739,135,6,(turtle 186),19,0.023391812865497,-1075.9772616068717,12
754,135,6,(turtle 186),17,0.0147058823529411,-151185.4693146069,11
403,135,8,(turtle 186),16,0.0166666666666666,-163128.29436268183,8
386,135,10,(turtle 186),13,0.0256410256410256,-131252.01898659518,14
75,135,5,(turtle 186),20,0.0052631578947368,-3536.359706172393,10
98,135,1,(turtle 186),22,0.0129870129870129,-1685838.7886032627,7
242,135,9,(turtle 186),15,0.0380952380952381,-732029.2635837053,9
111,135,5,(turtle 186),15,0.0,-174089.91297033418,15
813,135,2,(turtle 186),10,0.0222222222222222,-1691597.2234931053,9
371,135,6,(turtle 186),19,0.0116959064327485,-1702.3104005962723,14
691,135,3,(turtle 186),20,0.0105263157894736,-3960538.038318168,10
311,135,7,(turtle 186),13,0.0256410256410256,-38669.17009678528,12
64,135,5,(turtle 186),14,0.0109890109890109,-109919.86597555602,8
855,135,11,(turtle 186),12,0.0,-405929.72164914,11
550,135,9,(turtle 186),12,0.0151515151515151,-98233.25607941124,10
639,135,6,(turtle 186),10,0.0222222222222222,-289480.78202461934,9
610,135,8,(turtle 186),12,0.0303030303030303,-20605.666565394367,12
541,135,10,(turtle 186),14,0.0,-1289509.456847487,12
263,135,4,(turtle 186),10,0.0222222222222222,-278278.8305338481,11
555,135,7,(turtle 186),12,0.0151515151515151,-406601.1173364744,7
939,135,14,(turtle 186),23,0.0079051383399209,-8939200.757919837,4
432,135,9,(turtle 186),14,0.0329670329670329,-226163.7918324161,12
26,135,9,(turtle 186),23,0.0118577075098814,-156106.65324539226,7
845,135,8,(turtle 186),12,0.0,-94558.70156123408,15
590,135,8,(turtle 186),15,0.019047619047619,-233736.17876486055,11
24,135,2,(turtle 186),11,0.0,-860877.5924374638,12
198,135,8,(turtle 186),20,0.0052631578947368,-210708.49676052117,5
428,135,5,(turtle 186),10,0.0,-429.4347635207501,16
559,135,3,(turtle 186),7,0.0476190476190476,8.15036322541711,14
955,135,5,(turtle 186),8,0.0357142857142857,-441500.3782606999,11
549,135,11,(turtle 186),16,0.0083333333333333,-1576562.098728451,14
274,135,7,(turtle 186),12,0.0303030303030303,-305839.3647152786,11
766,135,7,(turtle 186),11,0.0,-818052.218763594,7
990,135,10,(turtle 186),18,0.0196078431372549,-673051.8650892269,9
375,135,4,(turtle 186),10,0.0,-1377697.425837996,10
526,135,4,(turtle 186),6,0.0,6.850726463256761,13
756,135,9,(turtle 186),11,0.0,-55120.71161064606,13
384,135,3,(turtle 186),18,0.0065359477124183,-1095807.5182209923,10
316,135,3,(turtle 186),5,0.0,6.138283909605215,12
61,135,2,(turtle 186),10,0.0,6.851723436930713,14
579,135,4,(turtle 186),11,0.0181818181818181,-112862.86444803458,12
22,135,4,(turtle 186),10,0.0,-241988.4843043601,13
0,135,14,(turtle 186),24,0.0253623188405797,-35125880.72340055,8
92,135,9,(turtle 186),12,0.0151515151515151,-113909.37292392172,15
179,135,9,(turtle 186),12,0.0151515151515151,-216098.93951630755,13
781,135,14,(turtle 186),26,0.0092307692307692,-12291307.201639635,10
418,135,8,(turtle 186),11,0.0,-113325.763460959,14
644,135,11,(turtle 186),17,0.0147058823529411,-709015.7249470799,6
439,135,12,(turtle 186),19,0.0116959064327485,-1580353.6471449276,13
143,135,4,(turtle 186),27,0.0085470085470085,-7.212710502810937,8
365,135,7,(turtle 186),15,0.019047619047619,-51818.12052635316,13
793,135,6,(turtle 186),14,0.0329670329670329,-205197.9423905005,11
995,135,10,(turtle 186),20,0.0210526315789473,-1234926.379650912,12
595,135,7,(turtle 186),13,0.0256410256410256,-238306.47653711188,13
362,135,9,(turtle 186),15,0.0095238095238095,-1354294.8873560068,10
814,135,9,(turtle 186),15,0.0285714285714285,-414451.59832255647,11
246,135,2,(turtle 186),9,0.0,6.305259963232787,17
194,135,13,(turtle 186),16,0.025,-3710504.212033081,10
853,135,11,(turtle 186),15,0.0095238095238095,-317535.5110562084,11
707,135,8,(turtle 186),18,0.0065359477124183,-395341.4645414503,9
96,135,6,(turtle 186),17,0.0,-118502.13512192888,12
607,135,3,(turtle 186),4,0.0,-231.951538024005,10
361,135,12,(turtle 186),20,0.0210526315789473,-3620123.953271969,9
744,135,6,(turtle 186),13,0.0128205128205128,-152873.3204791371,20
624,135,4,(turtle 186),11,0.0,-245004.79708125285,15
453,135,12,(turtle 186),21,0.019047619047619,-2107407.845913978,8
774,135,6,(turtle 186),9,0.0,-92716.39367656024,10
789,135,9,(turtle 186),14,0.0109890109890109,-57703.23459802159,17
10,135,10,(turtle 186),19,0.0175438596491228,-439443.2655181119,6
80,135,5,(turtle 186),8,0.0,-810648.3131551057,10
566,135,3,(turtle 186),15,0.0,3.897989565411976,18
748,135,7,(turtle 186),19,0.0116959064327485,-1013369.4251881136,9
870,135,7,(turtle 186),12,0.0151515151515151,-135572.46366211688,10
203,135,6,(turtle 186),10,0.0,-84354.96160737527,12
462,135,9,(turtle 186),17,0.0147058823529411,-1531875.9980573447,12
199,135,4,(turtle 186),7,0.0,-57671.047841010666,12
144,135,11,(turtle 186),19,0.0058479532163742,-445793.4300661391,13
911,135,8,(turtle 186),17,0.0073529411764705,-311329.1233931286,10
464,135,4,(turtle 186),13,0.0256410256410256,-1627.358206223308,13
895,135,11,(turtle 186),14,0.0329670329670329,-517676.4382682262,11
997,135,6,(turtle 186),10,0.0,-17846.00381278069,15
238,135,8,(turtle 186),18,0.0065359477124183,-131892.61087916282,7
482,135,5,(turtle 186),17,0.0073529411764705,3.697756208401438,18
349,135,6,(turtle 186),14,0.0109890109890109,-523533.1907547727,13
62,135,5,(turtle 186),11,0.0,-82672.70468771014,7
683,135,7,(turtle 186),12,0.0,-1208901.4688458524,7
805,135,1,(turtle 186),5,0.0,4.54971942927314,14
954,135,8,(turtle 186),14,0.0,-2333.219315852205,10
447,135,9,(turtle 186),14,0.0109890109890109,-574468.02407627,12
385,135,7,(turtle 186),11,0.0181818181818181,13.391786448911324,18
897,135,6,(turtle 186),14,0.0109890109890109,-108630.88641390702,13
828,135,9,(turtle 186),10,0.0,-342724.2717230767,9
105,135,5,(turtle 186),11,0.0181818181818181,-256.19456557965515,11
592,135,13,(turtle 186),23,0.0158102766798418,-3034465.5474242275,7
181,135,10,(turtle 186),11,0.0363636363636363,-609931.3996324816,9
959,135,5,(turtle 186),10,0.0,29.57059241455924,16
698,135,8,(turtle 186),16,0.025,-122907.84344247116,13
533,135,6,(turtle 186),16,0.0,-894499.0980448681,9
204,135,4,(turtle 186),6,0.0,3.2347950173980347,13
236,135,3,(turtle 186),24,0.0289855072463768,-122307.83629736466,5
456,135,7,(turtle 186),17,0.0,-317740.6826844656,8
956,135,4,(turtle 186),20,0.0,-33154.2810870982,7
224,135,12,(turtle 186),23,0.0079051383399209,-2555245.182058725,9
616,135,4,(turtle 186),13,0.0,-239393.11079307488,7
794,135,7,(turtle 186),7,0.0,-214113.4631533487,9
446,135,10,(turtle 186),21,0.0047619047619047,-211679.498324666,21
417,135,9,(turtle 186),11,0.0181818181818181,-130999.87999711228,12
923,135,4,(turtle 186),6,0.0666666666666666,-20.06874380099059,12
44,135,6,(turtle 186),16,0.025,-280138.3066073978,10
297,135,7,(turtle 186),13,0.0256410256410256,-45000.27031854851,10
963,135,5,(turtle 186),8,0.0,3.3622580980282386,17
277,135,10,(turtle 186),20,0.0157894736842105,-3161656.9619535096,9
25,135,8,(turtle 186),17,0.0220588235294117,-24462.985884474467,7
